	Activity ID	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)	rsrc_id	rsrc_name	no_change_start	no_change_finish	moved_out_start	moved_out_finish	T-0 Start (BL0)	T-0 Finish (BL0)
381	 TMW-B-205-08 devD	FSAR/FPER Changes - PLI review	2016-11-01	2016-11-14	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
382	 TMW-B-205-08 devE	FSAR/FPER Changes - DM approval	2016-11-15	2016-11-16	2016-12-15	2016-12-16	NL07	NL-Presson	False	False	True	True	False	False
383	 TMW-B-206-01 devD	Engineering Change Development - PLI review	2016-09-28	2016-11-02	2016-09-28	2016-12-02	TG	Trn Eng	False	False	False	True	False	False
384	 TMW-B-206-03 devD	Set Point Control - PLI review	2016-11-01	2016-11-14	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
385	 TMW-B-206-03 devE	Set Point Control - DM approval	2016-11-15	2016-11-16	2016-12-15	2016-12-16	DM15	DM Eng-DE (Taylor)	False	False	True	True	False	False
386	 TMW-B-206-20 devC01	Human Factors Engineering - impacted group review	2016-11-10	2016-11-11	2016-12-01	2016-12-02	PSE2	Jim Bringley-SupvPSE	False	False	True	True	False	False
387	 TMW-B-206-20 devD	Human Factors Engineering - PLI review	2016-11-14	2016-11-29	2016-12-05	2016-12-16	TG	Trn Eng	False	False	True	True	False	False
388	 TMW-B-206-20 devE	Human Factors Engineering - DM approval	2016-11-30	2016-12-01	2016-12-19	2016-12-20	DM15	DM Eng-DE (Taylor)	False	False	True	False	False	False
389	 TMW-B-207-01 devB	PSE Administration and Indoctrination  - Rev 01 - discipline review (for training use only)	2016-11-01	2016-11-02	2016-11-01	2016-11-02	PSEREV	PSE Review	True	True	False	False	True	True
390	 TMW-B-207-01 devD	PSE Administration and Indoctrination  - Rev 01 - PLI review (for training use only)	2016-11-03	2016-11-11	2016-11-01	2016-11-04	TG	Trn Eng	True	True	False	False	True	True
391	 TMW-B-207-01 devH	PSE Administration and Indoctrination  - Rev 01 - DM approval	2016-11-14	2016-11-15	2016-11-15	2016-11-16	DM16	DM Eng-PSE (Sterdis)	True	True	False	False	True	True
392	 TMW-B-207-02 devB	Preventive Maintenance - discipline review (for training use only)	2016-10-24	2016-11-04	2016-10-24	2016-11-04	PSEREV	PSE Review	False	True	False	False	False	True
393	 TMW-B-207-02 devD	Preventive Maintenance - PLI review (for training use only)	2016-11-21	2016-12-06	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	False	False	False
394	 TMW-B-207-03 devB	Maintenance Rule for System Engineers  - discipline review (for training use only)	2016-11-01	2016-11-14	2016-11-11	2016-11-11	PSE32	Sonnett-PSE	True	True	False	False	True	True
395	 TMW-B-207-03 devD	Maintenance Rule for System Engineers  - PLI review (for training use only)	2016-11-15	2016-11-30	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
396	 TMW-B-207-03a	Maintenance Rule for System Engineers (Collaboration) - (qualification) 2 Programs Engineers & 2 PSE Engineers qualified	2016-11-18	2016-11-28	2016-12-05	2016-12-09	PSEQUAL	PSE TMW Qualifications	False	False	True	True	False	False
397	 TMW-B-207-03a devD	Maintenance Rule for System Engineers (Collaboration)  - PLI review (for training use only)	2016-11-01	2016-11-14	2016-11-01	2016-11-04	TG	Trn Eng	True	True	False	False	True	True
398	 TMW-B-207-03a devH	Maintenance Rule for System Engineers (Collaboration)  - DM approval	2016-11-16	2016-11-17	2016-12-01	2016-12-02	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
399	 TMW-B-207-06 devA	In-Service Inspection - draft	2016-11-30	2016-12-20	2016-11-30	2016-12-20	PSE21	Troficanto-PSE	True	False	False	False	True	False
400	 TMW-B-207-10 devA	Motor Operated Valves - Rev 01 - draft	2016-11-01	2016-11-21	2016-11-01	2016-11-23	PSE16	Felch-PSE	True	True	False	False	True	True
401	 TMW-B-207-10 devB	Motor Operated Valves - Rev 01 - discipline review (for training use only)	2016-11-22	2016-12-07	2016-11-28	2016-12-09	PSE38	Moniri-PSE	True	False	False	False	True	False
402	 TMW-B-207-11 devB	Snubber Program - Rev 01 - discipline review (for training use only)	2016-10-31	2016-11-01	2016-10-31	2016-11-01	PSEREV	PSE Review	False	True	False	False	False	True
403	 TMW-B-207-11 devC01	Snubber Program - Rev 01 - impacted group review (for training use only)	2016-11-14	2016-12-01	2016-11-16	2016-11-17	PSE20	Post-PSE	True	False	False	False	True	True
404	 TMW-B-207-12 devA	Air Operated Valves - Rev 01 -draft	2016-11-01	2016-11-21	2016-11-01	2016-11-23	PSE16	Felch-PSE	True	True	False	False	True	True
405	 TMW-B-207-12 devB	Air Operated Valves - Rev 01 - discipline review (for training use only)	2016-11-22	2016-12-07	2016-11-28	2016-12-09	PSE38	Moniri-PSE	True	False	False	False	True	False
406	 TMW-B-207-14 devA	Boric Acid Leak Inspection - Rev 01 -draft	2016-10-24	2016-11-04	2016-10-24	2016-11-04	PSE20	Post-PSE	False	True	False	False	False	True
407	 TMW-B-207-14 devB	Boric Acid Leak Inspection - Rev 01 - discipline review (for training use only)	2016-11-07	2016-11-11	2016-11-11	2016-11-29	PSE02	Shank-PSE	True	True	False	False	True	True
408	 TMW-B-207-14 devC01	Boric Acid Leak Inspection - Rev 01 - impacted group review (for training use only)	2016-11-14	2016-12-01	2016-11-30	2016-11-30	PSE20	Post-PSE	True	False	False	False	True	True
409	 TMW-B-207-17 devB	Maintenance Rule Program Owner  - discipline review (for training use only)	2016-11-01	2016-11-14	2016-11-11	2016-12-01	PSE32	Sonnett-PSE	True	False	False	True	True	False
410	 TMW-B-207-17 devD	Maintenance Rule Program Owner  - PLI review (for training use only)	2016-11-15	2016-11-30	2016-12-02	2016-12-15	TG	Trn Eng	False	False	True	True	False	False
411	 TMW-B-207-17a	Maintenance Rule Program Owner (Collaboration)  - (qualification) - 2 Programs Engineers qualified	2016-11-18	2016-11-28	2016-12-05	2016-12-09	PROGQUAL	PROGRAMS TMW Qualifications	False	False	True	True	False	False
412	 TMW-B-207-17a devD	Maintenance Rule Program Owner (Collaboration)  - PLI review (for training use only)	2016-11-01	2016-11-14	2016-11-01	2016-11-04	TG	Trn Eng	True	True	False	False	True	True
413	 TMW-B-207-17a devH	Maintenance Rule Program Owner (Collaboration)  - DM approval	2016-11-16	2016-11-17	2016-12-01	2016-12-02	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
414	 TMW-B-207-18 devA	Plant Lubrication Program - draft	2016-10-17	2016-11-01	2016-10-17	2016-11-01	PSE07	Free-PSE	False	True	False	False	False	True
415	 TMW-B-207-18 devB	Plant Lubrication Program - discipline review (for training use only)	2016-11-07	2016-11-18	2016-11-07	2016-11-07	PSE16	Felch-PSE	True	True	False	False	True	True
416	 TMW-B-207-18 devD	Plant Lubrication Program - PLI review (for training use only)	2016-11-21	2016-12-06	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	False	False	False
417	 TMW-B-207-19 devD	Heat Exchanger Program - Rev 01 - PLI review (for training use only)	2016-11-01	2016-11-14	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
418	 TMW-B-207-21 devA	Thermal Performance Program - draft	2016-11-01	2016-11-21	2017-05-01	2017-05-19	PSE29	McLellan-PSE	False	False	True	True	False	False
419	 TMW-B-207-21 devB	Thermal Performance Program - discipline review (for training use only)	2016-11-22	2016-12-07	2017-05-22	2017-06-05	PSEREV	PSE Review	False	False	True	False	False	False
420	 TMW-B-207-22 devA	Equipment Reliability - draft	2016-10-18	2016-11-07	2016-10-18	2016-11-01	PSE33	Yang-PSE	False	True	False	False	False	True
421	 TMW-B-207-22 devB	Equipment Reliability - discipline review (for training use only)	2016-11-08	2016-11-21	2016-11-01	2016-11-01	PSEREV	PSE Review	True	True	False	False	True	True
422	 TMW-B-207-22 devC01	Equipment Reliability - impacted group review(for training use only)	2016-11-22	2016-12-07	2016-11-04	2016-11-10	PSE33	Yang-PSE	True	False	False	False	True	True
423	 TMW-B-207-26 devA	Underground Piping and Tank Integrity Program (UPTIP) - Rev 01 -draft	2016-10-24	2016-11-01	2016-10-24	2016-11-01	PSE02	Shank-PSE	False	True	False	False	False	True
424	 TMW-B-207-26 devB	Underground Piping and Tank Integrity Program (UPTIP) - Rev 01- discipline review (for training use only)	2016-11-14	2016-11-29	2016-11-02	2016-11-02	PSE21	Troficanto-PSE	True	True	False	False	True	True
425	 TMW-B-207-26 devD	Underground Piping and Tank Integrity Program (UPTIP) - Rev 01- PLI review (for training use only)	2016-11-30	2016-12-13	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	False	False	False
426	 TMW-B-207-28 devA	Leak Reduction Program - Rev 01 - draft	2016-10-17	2016-11-04	2016-10-17	2016-11-02	PSE06	Terry-PSE	False	True	False	False	False	True
427	 TMW-B-207-28 devB	Leak Reduction Program - Rev 01 - discipline review (for training use only)	2016-11-07	2016-11-18	2016-12-01	2016-12-14	PSE5	Himel-SupvPSE	False	False	True	True	False	False
428	 TMW-B-207-28 devD	Leak Reduction Program - Rev 01 - PLI review (for training use only)	2016-11-21	2016-12-06	2016-12-15	2016-12-30	TG	Trn Eng	False	False	True	False	False	False
429	 TMW-B-207-29 devD	Flow Accelerated Corrosion - Rev 01 - PLI review (for training use only)	2016-11-01	2016-11-14	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
430	 TMW-B-207-30 devD	Motor Reliability - PLI review (for training use only)	2016-10-17	2016-11-01	2016-10-17	2016-12-01	TG	Trn Eng	False	False	False	True	False	False
431	 TMW-B-207-31 devA	Batteries Monitoring and Maintenance Program - Rev 01 -draft	2016-10-21	2016-11-02	2016-10-21	2016-11-01	PSE04	Schmick-PSE	False	True	False	False	False	True
432	 TMW-B-207-31 devB	Batteries Monitoring and Maintenance Program - Rev 01 - discipline review (for training use only)	2016-11-03	2016-11-11	2016-11-01	2016-11-02	DE16	Gibson-DE	True	True	False	False	True	True
433	 TMW-B-207-31 devD	Batteries Monitoring and Maintenance Program - Rev 01 - PLI review (for training use only)	2016-11-30	2016-12-06	2016-12-01	2016-12-07	TG	Trn Eng	False	False	True	False	False	False
434	 TMW-B-207-32 devB	Steam Generator - Rev 01 - discipline review (for training use only)	2016-11-01	2016-11-14	2016-11-09	2016-11-10	PSE3	Mike Fanguy-SupvPSE	True	True	False	False	True	True
435	 TMW-B-207-32 devD	Steam Generator - Rev 01 - PLI review (for training use only)	2016-11-15	2016-11-30	2016-11-15	2016-12-05	TG	Trn Eng	True	False	False	True	True	False
436	 TMW-B-207-33 devB	Steam Turbine - Rev 01 - discipline review (for training use only)	2016-11-01	2016-11-14	2016-11-11	2016-11-23	PSE27	Dao-PSE	True	True	False	False	True	True
437	 TMW-B-207-33 devD	Steam Turbine - Rev 01 - PLI review (for training use only)	2016-11-15	2016-11-30	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
438	 TMW-B-207-35 devB	Fatigue Monitoring Program - Rev 01 - discipline review (for training use only)	2016-11-01	2016-11-14	2016-11-04	2016-11-14	PSE21	Troficanto-PSE	True	True	False	False	True	True
439	 TMW-B-207-35 devD	Fatigue Monitoring Program - Rev 01 - PLI review (for training use only)	2016-11-15	2016-11-30	2016-12-01	2016-12-14	TG	Trn Eng	False	False	True	True	False	False
440	 TMW-B-207-37 devC01	Breaker Program Training - Rev 01 - impacted group review (for training use only)	2016-11-15	2016-11-30	2016-11-01	2016-11-08	PSE03	Ramage-PSE	True	True	False	False	True	True
441	 TMW-B-207-39 devD	Pumps - PLI review (for training use only)	2016-10-17	2016-11-01	2016-10-17	2016-12-01	TG	Trn Eng	False	False	False	True	False	False
442	 TMW-B-207-42 devA	Environmental Equipment Qualification (Advanced) - Rev 01 -draft	2016-10-17	2016-11-01	2016-10-17	2016-11-01	PSE22	Garrett-PSE	False	True	False	False	False	True
443	 TMW-B-207-42 devB	Environmental Equipment Qualification (Advanced) - Rev 01 - discipline review (for training use only)	2016-11-02	2016-11-08	2016-11-02	2016-11-07	PSE1	Kenneth Leonelli-SupvPSE	True	True	False	False	True	True
444	 TMW-B-207-42 devC01	Environmental Equipment Qualification (Advanced) - Rev 01 - impacted group review (for training use only)	2016-11-09	2016-11-22	2016-11-08	2016-11-17	PSE22	Garrett-PSE	True	True	False	False	True	True
445	 TMW-B-207-42 devD	Environmental Equipment Qualification (Advanced) - Rev 01 - PLI review (for training use only)	2016-11-23	2016-12-08	2016-12-01	2016-12-13	TG	Trn Eng	False	False	True	False	False	False
446	 TMW-B-207-XX devA	LEFM - draft	2016-11-01	2016-11-21	2017-05-01	2017-05-19	PSE29	McLellan-PSE	False	False	True	True	False	False
447	 TMW-B-207-XX devB	LEFM - discipline review (for training use only)	2016-11-22	2016-12-07	2017-05-22	2017-06-05	PSEREV	PSE Review	False	False	True	False	False	False
448	 TMW-B-208-01 devA	PRA - Overview - draft	2016-11-01	2016-11-07	2016-11-01	2016-11-07	E65	Tampas-PRA	True	True	False	False	True	True
449	 TMW-B-208-01 devB	PRA - Overview - discipline review	2016-11-08	2016-11-09	2016-11-07	2016-11-10	E67	Sajjad-PRA	True	True	False	False	True	True
450	 TMW-B-208-01 devC01	PRA - Overview - impacted group review	2016-11-10	2016-11-11	2017-04-03	2017-04-04	EC	PRA	False	False	True	True	False	False
451	 TMW-B-208-03 devA	PRA - Risk Assessment - draft	2016-11-01	2016-11-07	2016-11-01	2016-11-07	E67	Sajjad-PRA	True	True	False	False	True	True
452	 TMW-B-208-03 devB	PRA - Risk Assessment - discipline review	2016-11-08	2016-11-09	2016-11-28	2016-12-02	E65	Tampas-PRA	True	False	False	True	True	False
453	 TMW-B-208-03 devC01	PRA - Risk Assessment - impacted group review	2016-11-10	2016-11-11	2017-04-03	2017-04-04	EC	PRA	False	False	True	True	False	False
454	 TMW-B-209-03 devD	Software Quality Assurance (SQA) - Rev 01 - PLI review (for training use only)	2016-10-11	2016-11-02	2016-10-11	2016-12-02	TG	Trn Eng	False	False	False	True	False	False
455	 TMW-B-209-04 devD	Digital Maintenance - Rev 01 - PLI review (for training use only)	2016-10-07	2016-11-03	2016-10-07	2016-12-05	TG	Trn Eng	False	False	False	True	False	False
456	 TOSFEG1030	SCE&G Initial Review of FEG Mapping	2016-11-16	2016-11-22	2016-12-01	2016-12-07	PSE-34	Dao-PSE FEG	False	False	True	True	False	False
457	 TOSFID130	SCE&G Component Classification	2016-11-30	2016-12-13	2017-01-06	2017-01-19	PSE-36	Yang-PSE ER	False	False	True	False	False	False
458	 TOSMR1290	SCE&G  MR Expert Panel Meeting	2016-11-04	2016-11-04	2016-12-01	2016-12-01	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
459	 TOSMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-11-15	2016-11-21	2016-12-09	2016-12-15	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
460	 TRN-ILO-P100	Provisional Qual Development - NLO	2016-11-01	2017-01-30	2016-12-01	2017-02-27	DM18	Supv Ops Trn	False	False	True	False	False	False
461	 TRN-NLO-P100	Provisional Qual Development - ILO	2016-11-01	2017-01-30	2016-12-01	2017-02-27	DM18	Supv Ops Trn	False	False	True	False	False	False
462	 TSC-HVAC-003.05	30% Conceptual Design review	2016-11-04	2016-11-21	2016-11-30	2016-12-15	DE01	Guevara-DE	True	False	False	True	True	False
463	 TSC-HVAC-003.06	30% Conceptual Design Presentation	2016-11-22	2016-12-15	2016-12-16	2017-01-11	DE01	Guevara-DE	False	False	True	False	False	False
464	 TSC-HVAC-004.05	TSC HVAC - Filtration Unit Spec Sign out	2016-11-01	2016-11-14	2016-11-21	2016-12-06	DE06	Watkins-DE	True	False	False	True	True	False
465	 TSC-HVAC-004.06	TSC HVAC - Filtration Unit BID SPECS AND Vendor selection-issue PO	2016-11-15	2016-11-15	2016-12-07	2016-12-07	DE06	Watkins-DE	False	False	True	True	False	False
466	 VC2-CHM-0701d	Primary System Data Reporting - Rev00 - Approval	2016-11-03	2016-11-16	2016-11-01	2016-12-15	CH	Chem	True	False	False	True	True	False
467	 VC2-CHM-0702c	Secondary System Data Reporting - Rev00 - Review	2016-10-31	2016-11-30	2016-10-31	2016-12-15	CH	Chem	False	False	False	True	False	False
468	 VC2-CHM-2501c01	Operation of Demineralized Water Treatment System - Rev00 - Review	2016-10-31	2016-11-30	2016-10-31	2016-12-15	CH	Chem	False	False	False	True	False	False
469	 VC2-CHM-7305a	Primary to Secondary Leakage Rate Determination - Rev00 - Preparation	2016-11-01	2016-11-07	2016-11-01	2016-11-07	CH	Chem	True	True	False	False	True	True
470	 VC2-CHM-7305b	Primary to Secondary Leakage Rate Determination - Rev00 - Draft	2016-11-08	2016-11-30	2016-11-08	2016-12-15	CH	Chem	True	False	False	True	True	False
471	 VC2-SOP-DAS-0001b	Diverse Actuation System (APP-DAS-GJP-101) - Rev00 - Draft	2016-11-30	2016-12-06	2017-02-01	2017-02-07	OP	Ops Proc	False	False	True	False	False	False
472	 VC2-SOP-FWS-0002b	Field Walkdown/Validate (APP-FWS-GJP-102) Startup Feedwater System - Rev00 - Draft	2016-11-30	2016-12-29	2017-02-01	2017-02-28	OP	Ops Proc	False	False	True	False	False	False
473	 VC2-STP-PMS-1007b	ESF Safety Feature Actuation Logic Test (APP-PMS-GJP-807) - Rev00 - Draft	2016-10-21	2016-11-08	2017-03-01	2017-03-17	OP	Ops Proc	False	False	False	True	False	False
474	 VC2-STP-PMS-1007c01	ESF Safety Feature Actuation Logic Test (APP-PMS-GJP-807) - Rev00 - Review	2016-11-09	2016-12-09	2017-03-20	2017-04-18	O2	Ops SL	False	False	True	False	False	False
475	 VC2-STP-PXS-1014b	PRHR HX Heat Transfer Operability 10 Year (APP-PXS-GJP-814)- Rev00 -Draft	2016-10-21	2016-11-02	2017-03-02	2017-03-10	OP	Ops Proc	False	False	False	True	False	False
476	 VC2-STP-PXS-1014c01	PRHR HX Heat Transfer Operability 10 Year (APP-PXS-GJP-814) - Rev00 - Review	2016-11-03	2016-12-05	2017-03-13	2017-04-10	O2	Ops SL	False	False	True	False	False	False
477	 VC2-STP-PXS-1032a	Division B - Containment High Range Radiation Monitor Calibration (APP-PXS-GJP-832) - Rev00 - Preparation	2016-11-02	2016-11-02	2017-03-02	2017-03-02	OP	Ops Proc	False	False	True	True	False	False
478	 VC2-STP-ZOS-1003b	Diesel Generator A - 10 Year Operational Test (APP-ZOS-GJP-803) - Rev00 - Draft	2016-10-21	2016-11-17	2016-12-01	2016-12-30	OP	Ops Proc	False	False	False	True	False	False
479	 VC2-STP-ZOS-1003c01	Diesel Generator A - 10 Year Operational Test (APP-ZOS-GJP-803) - Rev00 - Review	2016-11-18	2016-12-20	2017-01-03	2017-01-31	O2	Ops SL	False	False	True	False	False	False
480	 VCB-AA-01b	Design Analysis Assumptions - Rev00 - Draft	2016-10-19	2016-11-08	2016-10-19	2016-11-08	DE02	Howell-DE	False	True	False	False	False	True
481	 VCB-AA-01c01	Design Analysis Assumptions - Rev00 - Review	2016-11-09	2016-12-09	2016-11-09	2016-11-28	DE02	Howell-DE	True	False	False	False	True	True
482	 VCB-AA-01CW	Design Analysis Assumptions - Rev00 - C-Res1	2016-12-12	2016-12-20	2016-11-28	2016-11-29	DE02	Howell-DE	False	False	False	False	True	True
483	 VCB-AA-01CY	Design Analysis Assumptions - Rev00 - C-5059	2016-12-21	2017-01-12	2016-11-28	2016-11-29	DE02	Howell-DE	False	False	False	False	True	True
484	 VCB-AA-01d	Design Analysis Assumptions - Rev00 - Approval	2017-01-24	2017-02-06	2016-11-28	2016-11-29	DE02	Howell-DE	False	False	False	False	True	True
485	 VCB-CHM-0040c01	Chemistry Self-Assesment - Rev00 - Review	2016-10-31	2016-11-30	2016-10-31	2016-12-20	CH	Chem	False	False	False	True	False	False
486	 VCB-CHM-0210c	Data collection for WANO, NRC, and NOD performance indicators - Rev00 - Review	2016-10-31	2016-11-30	2016-10-31	2016-12-15	CH	Chem	False	False	False	True	False	False
487	 VCB-CHM-0211c	Operation of EpriWorks Software - Rev00 - Review	2016-10-31	2016-11-30	2016-10-31	2016-11-30	CH	Chem	False	True	False	False	False	True
488	 VCB-CHM-0220d	Chemical additive evaluation and implementation - Rev00 - Approval	2016-10-19	2016-11-01	2016-10-19	2016-11-02	CH	Chem	False	True	False	False	False	True
489	 VCB-CHM-1130d	Boric Acid Deposit Sampling Method - Rev00 - Approval	2016-11-01	2016-11-07	2016-11-18	2016-11-18	CH	Chem	True	True	False	False	True	True
490	 VCB-CHM-2199d	Chemical Hideout Return - Rev00 - Approval	2016-11-01	2016-11-14	2016-11-01	2016-11-18	CH	Chem	True	True	False	False	True	True
491	 VCB-CHM-2401c01	Secondary Systems Layup - Rev00 - Review	2016-10-14	2016-11-11	2016-10-14	2016-12-15	CH	Chem	False	False	False	True	False	False
492	 VCB-CHM-2401d	Secondary Systems Layup - Rev00 - Approval	2016-11-14	2016-12-06	2016-12-16	2017-01-10	CH	Chem	False	False	True	False	False	False
493	 VCB-CHM-7301a	Tritium Determination - Rev00 - Preparation	2016-11-01	2016-11-07	2016-11-01	2016-11-07	CH	Chem	True	True	False	False	True	True
494	 VCB-CHM-7301b	Tritium Determination - Rev00 - Draft	2016-11-08	2016-11-30	2016-11-08	2016-11-28	CH	Chem	True	True	False	False	True	True
495	 VCB-CHM-7302b	Dose Equivalent Iodine Determination - Rev00 - Draft	2016-10-10	2016-11-18	2016-10-10	2016-11-18	CH	Chem	False	True	False	False	False	True
496	 VCB-CHM-7302c01	Dose Equivalent Iodine Determination - Rev00 - Review	2016-11-21	2016-12-21	2016-11-21	2016-12-29	CH	Chem	True	False	False	False	True	False
497	 VCB-CHM-7303b	Dose Equivalent  Xenon Determination - Rev00 - Draft	2016-10-10	2016-11-18	2016-10-10	2016-12-06	CH	Chem	False	False	False	True	False	False
498	 VCB-CHM-7303c01	Dose Equivalent  Xenon Determination - Rev00 - Review	2016-11-21	2016-12-21	2016-12-07	2017-01-09	CH	Chem	False	False	True	False	False	False
499	 VCB-CHM-7304b	Degassed Gross Activity Determination - Rev00 - Draft	2016-10-10	2016-11-18	2016-10-10	2016-11-21	CH	Chem	False	True	False	False	False	True
500	 VCB-CHM-7304c01	Degassed Gross Activity Determination - Rev00 - Review	2016-11-21	2016-12-21	2016-12-01	2017-01-03	CH	Chem	False	False	True	False	False	False
501	 VCB-CSPP-1000d	Global Cyber Security Procedure - Rev00 - Approval	2016-04-18	2016-11-01	2016-04-18	2016-12-01	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
502	 VCB-CSPP-1001c01	Plant Digital Asset Control of Removable Media / Devices - Rev00 - Review	2016-10-31	2016-12-06	2016-10-31	2016-11-29	PSE11	Jacome-PSE	False	False	False	False	False	True
503	 VCB-CSPP-1001CX	Plant Digital Asset Control of Removable Media / Devices - Rev00 - C-QR	2016-11-01	2016-11-18	2016-12-12	2016-12-12	PSE2	Jim Bringley-SupvPSE	False	False	True	True	False	False
504	 VCB-CSPP-1001CY	Plant Digital Asset Control of Removable Media / Devices - Rev00 - C-5059	2016-10-28	2016-11-16	2016-10-28	2016-11-02	PSEREV	PSE Review	False	True	False	False	False	True
505	 VCB-CSPP-1001CZ	Plant Digital Asset Control of Removable Media / Devices - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-12-13	2016-12-21	PSE11	Jacome-PSE	False	False	True	False	False	False
506	 VCB-CSPP-1002CY	Critical Systems (CS), Digital Asset (DA), and Critical Digital Asset (CDA) Identification - Rev00 - C-5059	2016-10-13	2016-11-01	2016-10-13	2016-11-28	PSE2	Jim Bringley-SupvPSE	False	True	False	False	False	True
507	 VCB-CSPP-1002d	Critical Systems (CS), Digital Asset (DA), and Critical Digital Asset (CDA) Identification - Rev00 - Approval	2016-11-01	2016-11-14	2017-01-03	2017-01-16	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
508	 VCB-CSPP-1004d	Cyber Security Assessment of Critical Digital Assets - Rev00 - Approval	2016-11-01	2016-11-14	2016-12-01	2016-12-14	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
509	 VCB-CSPP-1005CX	Security Control Implementation Strategy - Rev00 - C-QR	2016-11-01	2016-11-18	2016-11-28	2016-11-29	PSE2	Jim Bringley-SupvPSE	True	True	False	False	True	True
510	 VCB-CSPP-1005CY	Security Control Implementation Strategy - Rev00 - C-5059	2016-11-01	2016-11-18	2016-11-01	2016-11-02	PSEREV	PSE Review	True	True	False	False	True	True
511	 VCB-CSPP-1005CZ	Security Control Implementation Strategy - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-11-29	2016-11-29	PSE11	Jacome-PSE	True	False	False	False	True	True
512	 VCB-CSPP-1015a	SYSTEM AND INFORMATION INTEGRITY - Rev00 - Preparation	2016-11-01	2016-11-07	2016-11-01	2016-11-07	PSE11	Jacome-PSE	True	True	False	False	True	True
513	 VCB-CSPP-1015b	SYSTEM AND INFORMATION INTEGRITY - Rev00 - Draft	2016-11-08	2016-11-30	2016-11-08	2016-11-21	PSE11	Jacome-PSE	True	True	False	False	True	True
514	 VCB-CSPP-1015c01	SYSTEM AND INFORMATION INTEGRITY - Rev00 - Review	2016-12-01	2017-01-03	2016-11-21	2016-12-21	PSE11	Jacome-PSE	False	False	False	False	True	False
515	 VCB-CSPP-1025CZ	Incident Response - Rev00 - C-Res2	2016-11-01	2016-11-09	2016-11-04	2016-11-07	PSE11	Jacome-PSE	True	True	False	False	True	True
516	 VCB-CSPP-1025d	Incident Response - Rev00 - Approval	2016-11-10	2016-11-23	2017-01-09	2017-01-20	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
517	 VCB-CSPP-1030a	CYBER SECURITY CONTINGENCY PLANNING - Rev00 - Preparation	2017-03-01	2017-03-07	2016-11-21	2016-11-22	PSE11	Jacome-PSE	False	False	False	False	True	True
518	 VCB-CSPP-1030b	CYBER SECURITY CONTINGENCY PLANNING - Rev00 - Draft	2017-03-08	2017-03-28	2016-11-23	2016-11-23	PSE11	Jacome-PSE	False	False	False	False	True	True
519	 VCB-CSPP-1030c01	CYBER SECURITY CONTINGENCY PLANNING - Rev00 - Review	2017-03-29	2017-04-27	2016-11-28	2016-12-28	PSE11	Jacome-PSE	False	False	False	False	True	False
520	 VCB-CSPP-1035a	CYBER SECURITY CONFIGURATION MANAGEMENT - Rev00 - Preparation	2017-03-01	2017-03-07	2016-11-21	2016-11-22	PSE11	Jacome-PSE	False	False	False	False	True	True
521	 VCB-CSPP-1035b	CYBER SECURITY CONFIGURATION MANAGEMENT - Rev00 - Draft	2017-03-08	2017-03-28	2016-11-23	2016-11-23	PSE11	Jacome-PSE	False	False	False	False	True	True
522	 VCB-CSPP-1035c01	CYBER SECURITY CONFIGURATION MANAGEMENT - Rev00 - Review	2017-03-29	2017-04-27	2016-11-28	2016-12-28	PSE11	Jacome-PSE	False	False	False	False	True	False
523	 VCB-CSPP-1050CX	ACCESS CONTROL - Rev00 - C-QR	2016-10-31	2016-11-17	2016-10-31	2016-11-07	PSE2	Jim Bringley-SupvPSE	False	True	False	False	False	True
524	 VCB-CSPP-1050CY	ACCESS CONTROL - Rev00 - C-5059	2016-10-28	2016-11-16	2016-10-28	2016-11-01	PSE2	Jim Bringley-SupvPSE	False	True	False	False	False	True
525	 VCB-CSPP-1050CZ	ACCESS CONTROL - Rev00 - C-Res2	2016-11-18	2016-11-30	2016-11-08	2016-11-16	PSE11	Jacome-PSE	True	True	False	False	True	True
526	 VCB-CSPP-1070a	Critical Digital Asset and Communication Protection - Rev00 - Preparation	2016-11-01	2016-11-07	2016-11-01	2016-11-07	PSE11	Jacome-PSE	True	True	False	False	True	True
